7.8571 2.0000 6.8571 8.8571 11.1428 5.8571 
4.5714 7.4285 13.4285 1.5714 2.4285 11.8571 
11.8571 1.8571 8.7142 9.8571 6.2857 5.5714 
11.0000 4.8571 4.8571 .2857 13.2857 3.4285 
3.5714 4.0000 7.0000 13.1428 .4285 1.1428 
6.2857 12.4285 9.0000 8.8571 3.2857 14.0000 
12.8571 2.8571 .8571 11.2857 4.5714 4.2857 
10.4285 13.0000 5.8571 5.1428 0 13.2857 
9.0000 13.7142 2.4285 8.0000 4.2857 11.5714 
5.2857 8.0000 5.0000 12.8571 9.8571 5.0000 
4.5714 7.7142 12.4285 8.7142 11.5714 14.1428 
3.0000 11.0000 6.7142 7.7142 14.1428 5.1428 
13.2857 1.0000 12.1428 1.7142 9.5714 2.2857 
9.2857 7.5714 3.8571 8.4285 14.0000 13.4285 
3.2857 1.0000 8.4285 2.7142 10.7142 1.8571 
6.7142 9.7142 11.2857 11.8571 11.5714 12.2857 
7.2857 7.0000 12.0000 13.7142 10.1428 13.4285 
3.2857 14.1428 1.2857 2.4285 7.8571 10.0000 
7.0000 11.2857 8.8571 7.2857 .8571 13.7142 
8.0000 2.2857 7.2857 2.5714 1.5714 3.2857 
14.0000 0 11.1428 11.4285 10.7142 7.5714 
11.0000 4.2857 8.2857 5.8571 12.2857 2.4285 
13.2857 5.7142 8.8571 5.2857 13.1428 2.8571 
4.2857 12.2857 9.0000 6.4285 10.0000 14.1428 
.2857 9.0000 12.7142 5.8571 13.5714 12.0000 
11.0000 1.4285 12.4285 3.4285 .2857 12.2857 
6.1428 2.4285 11.7142 3.0000 7.4285 1.7142 
4.7142 9.2857 14.0000 5.4285 2.7142 1.4285 
7.4285 2.4285 9.7142 3.7142 8.7142 .7142 
5.5714 13.4285 5.7142 14.1428 6.8571 2.8571 
8.2857 11.2857 11.2857 9.8571 10.1428 9.1428 
.8571 1.7142 13.8571 .5714 2.2857 14.0000 
11.2857 0 5.7142 11.8571 7.0000 9.2857 
7.2857 1.8571 4.1428 12.0000 8.8571 4.1428 
8.5714 4.8571 1.7142 .1428 1.7142 4.5714 
5.1428 13.1428 2.1428 6.2857 11.7142 8.5714 
.8571 1.4285 10.2857 3.1428 8.8571 8.8571 
9.8571 14.0000 .4285 4.8571 2.2857 8.7142 
3.0000 3.5714 .2857 3.4285 13.2857 6.4285 
11.7142 2.5714 .2857 11.2857 7.2857 10.4285 
13.2857 8.1428 10.7142 7.4285 11.0000 3.8571 
1.4285 8.7142 13.2857 11.2857 10.5714 9.5714 
.8571 6.4285 13.4285 9.5714 9.7142 9.0000 
.2857 7.7142 1.1428 4.5714 12.2857 7.0000 
8.5714 7.4285 3.1428 .1428 2.7142 10.4285 
11.1428 10.0000 12.4285 12.4285 5.5714 12.2857 
0 9.4285 12.7142 8.7142 4.0000 6.0000 
12.1428 5.1428 11.5714 6.4285 7.0000 11.4285 
13.7142 4.4285 11.7142 4.5714 12.5714 2.1428 
10.0000 13.5714 .4285 7.5714 4.4285 6.8571 
