18.3333 4.6666 16.0000 20.6666 26.0000 13.6666 
10.6666 17.3333 31.3333 3.6666 5.6666 27.6666 
27.6666 4.3333 20.3333 23.0000 14.6666 13.0000 
25.6666 11.3333 11.3333 .6666 31.0000 8.0000 
8.3333 9.3333 16.3333 30.6666 1.0000 2.6666 
14.6666 29.0000 21.0000 20.6666 7.6666 32.6666 
30.0000 6.6666 2.0000 26.3333 10.6666 10.0000 
24.3333 30.3333 13.6666 12.0000 0 31.0000 
21.0000 32.0000 5.6666 18.6666 10.0000 27.0000 
12.3333 18.6666 11.6666 30.0000 23.0000 11.6666 
10.6666 18.0000 29.0000 20.3333 27.0000 33.0000 
7.0000 25.6666 15.6666 18.0000 33.0000 12.0000 
31.0000 2.3333 28.3333 4.0000 22.3333 5.3333 
21.6666 17.6666 9.0000 19.6666 32.6666 31.3333 
7.6666 2.3333 19.6666 6.3333 25.0000 4.3333 
15.6666 22.6666 26.3333 27.6666 27.0000 28.6666 
17.0000 16.3333 28.0000 32.0000 23.6666 31.3333 
7.6666 33.0000 3.0000 5.6666 18.3333 23.3333 
16.3333 26.3333 20.6666 17.0000 2.0000 32.0000 
18.6666 5.3333 17.0000 6.0000 3.6666 7.6666 
32.6666 0 26.0000 26.6666 25.0000 17.6666 
25.6666 10.0000 19.3333 13.6666 28.6666 5.6666 
31.0000 13.3333 20.6666 12.3333 30.6666 6.6666 
10.0000 28.6666 21.0000 15.0000 23.3333 33.0000 
.6666 21.0000 29.6666 13.6666 31.6666 28.0000 
25.6666 3.3333 29.0000 8.0000 .6666 28.6666 
14.3333 5.6666 27.3333 7.0000 17.3333 4.0000 
11.0000 21.6666 32.6666 12.6666 6.3333 3.3333 
17.3333 5.6666 22.6666 8.6666 20.3333 1.6666 
13.0000 31.3333 13.3333 33.0000 16.0000 6.6666 
19.3333 26.3333 26.3333 23.0000 23.6666 21.3333 
2.0000 4.0000 32.3333 1.3333 5.3333 32.6666 
26.3333 0 13.3333 27.6666 16.3333 21.6666 
17.0000 4.3333 9.6666 28.0000 20.6666 9.6666 
20.0000 11.3333 4.0000 .3333 4.0000 10.6666 
12.0000 30.6666 5.0000 14.6666 27.3333 20.0000 
2.0000 3.3333 24.0000 7.3333 20.6666 20.6666 
23.0000 32.6666 1.0000 11.3333 5.3333 20.3333 
7.0000 8.3333 .6666 8.0000 31.0000 15.0000 
27.3333 6.0000 .6666 26.3333 17.0000 24.3333 
31.0000 19.0000 25.0000 17.3333 25.6666 9.0000 
3.3333 20.3333 31.0000 26.3333 24.6666 22.3333 
2.0000 15.0000 31.3333 22.3333 22.6666 21.0000 
.6666 18.0000 2.6666 10.6666 28.6666 16.3333 
20.0000 17.3333 7.3333 .3333 6.3333 24.3333 
26.0000 23.3333 29.0000 29.0000 13.0000 28.6666 
0 22.0000 29.6666 20.3333 9.3333 14.0000 
28.3333 12.0000 27.0000 15.0000 16.3333 26.6666 
32.0000 10.3333 27.3333 10.6666 29.3333 5.0000 
23.3333 31.6666 1.0000 17.6666 10.3333 16.0000 
