9.1666 2.3333 8.0000 10.3333 13.0000 6.8333 
5.3333 8.6666 15.6666 1.8333 2.8333 13.8333 
13.8333 2.1666 10.1666 11.5000 7.3333 6.5000 
12.8333 5.6666 5.6666 .3333 15.5000 4.0000 
4.1666 4.6666 8.1666 15.3333 .5000 1.3333 
7.3333 14.5000 10.5000 10.3333 3.8333 16.3333 
15.0000 3.3333 1.0000 13.1666 5.3333 5.0000 
12.1666 15.1666 6.8333 6.0000 0 15.5000 
10.5000 16.0000 2.8333 9.3333 5.0000 13.5000 
6.1666 9.3333 5.8333 15.0000 11.5000 5.8333 
5.3333 9.0000 14.5000 10.1666 13.5000 16.5000 
3.5000 12.8333 7.8333 9.0000 16.5000 6.0000 
15.5000 1.1666 14.1666 2.0000 11.1666 2.6666 
10.8333 8.8333 4.5000 9.8333 16.3333 15.6666 
3.8333 1.1666 9.8333 3.1666 12.5000 2.1666 
7.8333 11.3333 13.1666 13.8333 13.5000 14.3333 
8.5000 8.1666 14.0000 16.0000 11.8333 15.6666 
3.8333 16.5000 1.5000 2.8333 9.1666 11.6666 
8.1666 13.1666 10.3333 8.5000 1.0000 16.0000 
9.3333 2.6666 8.5000 3.0000 1.8333 3.8333 
16.3333 0 13.0000 13.3333 12.5000 8.8333 
12.8333 5.0000 9.6666 6.8333 14.3333 2.8333 
15.5000 6.6666 10.3333 6.1666 15.3333 3.3333 
5.0000 14.3333 10.5000 7.5000 11.6666 16.5000 
.3333 10.5000 14.8333 6.8333 15.8333 14.0000 
12.8333 1.6666 14.5000 4.0000 .3333 14.3333 
7.1666 2.8333 13.6666 3.5000 8.6666 2.0000 
5.5000 10.8333 16.3333 6.3333 3.1666 1.6666 
8.6666 2.8333 11.3333 4.3333 10.1666 .8333 
6.5000 15.6666 6.6666 16.5000 8.0000 3.3333 
9.6666 13.1666 13.1666 11.5000 11.8333 10.6666 
1.0000 2.0000 16.1666 .6666 2.6666 16.3333 
13.1666 0 6.6666 13.8333 8.1666 10.8333 
8.5000 2.1666 4.8333 14.0000 10.3333 4.8333 
10.0000 5.6666 2.0000 .1666 2.0000 5.3333 
6.0000 15.3333 2.5000 7.3333 13.6666 10.0000 
1.0000 1.6666 12.0000 3.6666 10.3333 10.3333 
11.5000 16.3333 .5000 5.6666 2.6666 10.1666 
3.5000 4.1666 .3333 4.0000 15.5000 7.5000 
13.6666 3.0000 .3333 13.1666 8.5000 12.1666 
15.5000 9.5000 12.5000 8.6666 12.8333 4.5000 
1.6666 10.1666 15.5000 13.1666 12.3333 11.1666 
1.0000 7.5000 15.6666 11.1666 11.3333 10.5000 
.3333 9.0000 1.3333 5.3333 14.3333 8.1666 
10.0000 8.6666 3.6666 .1666 3.1666 12.1666 
13.0000 11.6666 14.5000 14.5000 6.5000 14.3333 
0 11.0000 14.8333 10.1666 4.6666 7.0000 
14.1666 6.0000 13.5000 7.5000 8.1666 13.3333 
16.0000 5.1666 13.6666 5.3333 14.6666 2.5000 
11.6666 15.8333 .5000 8.8333 5.1666 8.0000 
